Date(UTC),type,Amount,Asset,Symbol
32:45.9,TRANSFER,144.1114844,USDT,
40:45.8,COMMISSION,-0.06922742,USDT,BTCUSDT
19:21.7,COMMISSION,-0.13762028,USDT,BTCUSDT
19:21.7,REALIZED_PNL,2.0864,USDT,BTCUSDT
27:20.0,COMMISSION,-0.35710885,USDT,BTCUSDT
27:45.8,COMMISSION,-0.3826909,USDT,ETHUSDT
27:45.8,COMMISSION,-0.20189928,USDT,ETHUSDT
43:11.2,COMMISSION,-0.01110547,USDT,LTCUSDT
43:11.2,COMMISSION,-0.0968365,USDT,LTCUSDT
43:11.2,COMMISSION,-0.03351472,USDT,LTCUSDT
46:23.1,COMMISSION,-0.50953129,USDT,BTCUSDT
46:23.1,REALIZED_PNL,-1.356,USDT,BTCUSDT
46:23.1,COMMISSION,-0.20656674,USDT,BTCUSDT
46:23.1,REALIZED_PNL,-3.3448,USDT,BTCUSDT
48:44.2,COMMISSION,-0.01375268,USDT,BTCUSDT
48:44.2,COMMISSION,-0.02750627,USDT,BTCUSDT
48:44.2,COMMISSION,-0.53632815,USDT,BTCUSDT
48:44.2,COMMISSION,-0.08251634,USDT,BTCUSDT
52:18.9,COMMISSION,-0.0099396,USDT,LTCUSDT
52:18.9,COMMISSION,-0.08203978,USDT,LTCUSDT
52:18.9,REALIZED_PNL,-0.06102686,USDT,LTCUSDT
52:18.9,COMMISSION,-0.04558963,USDT,LTCUSDT
52:18.9,REALIZED_PNL,-0.02603813,USDT,LTCUSDT
52:18.9,REALIZED_PNL,-0.51605509,USDT,LTCUSDT
52:18.9,REALIZED_PNL,-0.2799099,USDT,LTCUSDT
52:18.9,COMMISSION,-0.00424089,USDT,LTCUSDT
52:48.5,COMMISSION,-0.17941963,USDT,ETCUSDT
52:48.5,COMMISSION,-0.05278457,USDT,ETCUSDT
07:03.2,REALIZED_PNL,7.45927,USDT,ETHUSDT
07:03.2,COMMISSION,-0.58757389,USDT,ETHUSDT
19:35.3,REALIZED_PNL,4.78136,USDT,BTCUSDT
19:35.3,COMMISSION,-0.331008,USDT,BTCUSDT
21:29.2,COMMISSION,-0.23315664,USDT,ETCUSDT
21:29.2,REALIZED_PNL,2.38107999,USDT,ETCUSDT
25:17.3,COMMISSION,-0.3726,USDT,BTCUSDT
35:02.1,REALIZED_PNL,8.1,USDT,BTCUSDT
35:02.1,COMMISSION,-0.37422,USDT,BTCUSDT
39:29.7,COMMISSION,-0.08459724,USDT,ETHUSDT
39:29.7,COMMISSION,-0.26587818,USDT,ETHUSDT
39:29.7,COMMISSION,-0.03997555,USDT,ETHUSDT
39:52.5,COMMISSION,-0.2901916,USDT,BTCUSDT
40:28.1,COMMISSION,-0.18983415,USDT,XRPUSDT
40:28.1,COMMISSION,-0.1618525,USDT,XRPUSDT
55:38.1,REALIZED_PNL,1.02996,USDT,XRPUSDT
55:38.1,COMMISSION,-0.10301888,USDT,XRPUSDT
55:38.1,COMMISSION,-0.15992976,USDT,XRPUSDT
55:38.1,REALIZED_PNL,0.84875,USDT,XRPUSDT
55:38.1,COMMISSION,-0.0873291,USDT,XRPUSDT
55:38.1,REALIZED_PNL,1.64354,USDT,XRPUSDT
57:14.6,REALIZED_PNL,-2.65797,USDT,BTCUSDT
57:14.6,COMMISSION,-0.28912842,USDT,BTCUSDT
58:29.8,COMMISSION,-0.86847037,USDT,BTCUSDT
00:31.1,COMMISSION,-0.13288123,USDT,LTCUSDT
00:31.1,COMMISSION,-0.03999337,USDT,LTCUSDT
06:41.7,REALIZED_PNL,-5.60448,USDT,BTCUSDT
06:41.7,COMMISSION,-0.87071216,USDT,BTCUSDT
13:09.7,COMMISSION,-0.93070611,USDT,BTCUSDT
14:23.5,COMMISSION,-0.1020737,USDT,ETHUSDT
14:23.5,COMMISSION,-0.29123781,USDT,ETHUSDT
14:23.5,REALIZED_PNL,1.85594819,USDT,ETHUSDT
14:23.5,REALIZED_PNL,5.2954118,USDT,ETHUSDT
21:00.2,REALIZED_PNL,-12.84256,USDT,BTCUSDT
21:00.2,COMMISSION,-0.93584313,USDT,BTCUSDT
21:09.6,REALIZED_PNL,-3.93852,USDT,LTCUSDT
21:09.6,COMMISSION,-0.17445001,USDT,LTCUSDT
22:47.8,COMMISSION,-2.0092366,USDT,BTCUSDT
36:13.4,COMMISSION,-0.00626304,USDT,BCHUSDT
36:13.4,COMMISSION,-0.0769832,USDT,BCHUSDT
36:13.4,COMMISSION,-0.13491632,USDT,BCHUSDT
36:13.4,COMMISSION,-0.01617952,USDT,BCHUSDT
36:13.4,COMMISSION,-0.01069936,USDT,BCHUSDT
45:53.3,REALIZED_PNL,-2.01117,USDT,BTCUSDT
45:53.3,COMMISSION,-1.3914768,USDT,BTCUSDT
45:53.3,REALIZED_PNL,-2.1965,USDT,BTCUSDT
45:53.3,REALIZED_PNL,-9.566,USDT,BTCUSDT
45:53.3,COMMISSION,-0.2922092,USDT,BTCUSDT
45:53.3,COMMISSION,-0.32004113,USDT,BTCUSDT
45:57.8,REALIZED_PNL,-1.03376,USDT,BCHUSDT
45:57.8,COMMISSION,-0.0041824,USDT,BCHUSDT
45:57.8,COMMISSION,-0.24127958,USDT,BCHUSDT
45:57.8,REALIZED_PNL,-0.0176,USDT,BCHUSDT
47:42.5,COMMISSION,-0.44341788,USDT,XRPUSDT
47:42.5,COMMISSION,-0.12327369,USDT,XRPUSDT
47:42.5,COMMISSION,-0.14123236,USDT,XRPUSDT
50:41.6,COMMISSION,-0.038028,USDT,XRPUSDT
50:41.6,COMMISSION,-0.03293224,USDT,XRPUSDT
50:41.6,COMMISSION,-0.40172356,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-0.4690637,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-17.17866678,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-2.86424173,USDT,XRPUSDT
51:59.1,COMMISSION,-1.09993751,USDT,XRPUSDT
51:59.1,COMMISSION,-0.00952972,USDT,XRPUSDT
51:59.1,COMMISSION,-0.08876204,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-0.35392988,USDT,XRPUSDT
51:59.1,COMMISSION,-0.01262976,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-1.79807753,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-18.9703334,USDT,XRPUSDT
51:59.1,COMMISSION,-0.00267904,USDT,XRPUSDT
51:59.1,COMMISSION,-0.50380307,USDT,XRPUSDT
51:59.1,COMMISSION,-0.04841408,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-0.09949836,USDT,XRPUSDT
51:59.1,COMMISSION,-0.07659027,USDT,XRPUSDT
51:59.1,REALIZED_PNL,-3.31942858,USDT,XRPUSDT
52:30.7,REALIZED_PNL,-0.0255,USDT,XRPUSDT
52:30.7,COMMISSION,-0.63838803,USDT,XRPUSDT
52:30.7,REALIZED_PNL,-5.18661,USDT,XRPUSDT
52:30.7,COMMISSION,-0.0032436,USDT,XRPUSDT
53:25.9,COMMISSION,-0.39124904,USDT,BTCUSDT
53:25.9,COMMISSION,-0.2095977,USDT,BTCUSDT
53:25.9,COMMISSION,-0.64276628,USDT,BTCUSDT
06:40.2,COMMISSION,-0.30583996,USDT,ETHUSDT
07:06.4,COMMISSION,-0.30582227,USDT,ETHUSDT
07:06.4,REALIZED_PNL,-0.04423999,USDT,ETHUSDT
10:42.5,COMMISSION,-1.25535817,USDT,BTCUSDT
10:42.5,REALIZED_PNL,29.36288,USDT,BTCUSDT
14:22.4,COMMISSION,-1.7415324,USDT,BTCUSDT
00:01.1,FUNDING_FEE,-0.44078912,USDT,BTCUSDT
46:25.9,REALIZED_PNL,80.319,USDT,BTCUSDT
46:25.9,COMMISSION,-0.88683,USDT,BTCUSDT
47:22.2,COMMISSION,-0.90847083,USDT,BTCUSDT
47:22.2,COMMISSION,-0.14420172,USDT,BTCUSDT
50:26.1,COMMISSION,-1.05387121,USDT,BTCUSDT
50:26.1,REALIZED_PNL,-2.99665,USDT,BTCUSDT
00:49.0,COMMISSION,-0.01449356,USDT,BTCUSDT
00:49.0,COMMISSION,-0.11594963,USDT,BTCUSDT
00:49.0,COMMISSION,-1.4493296,USDT,BTCUSDT
03:06.5,COMMISSION,-0.1294722,USDT,ETHUSDT
03:06.5,COMMISSION,-0.497984,USDT,ETHUSDT
03:06.5,COMMISSION,-0.06174828,USDT,ETHUSDT
30:29.4,REALIZED_PNL,-6.45509965,USDT,ETHUSDT
30:29.4,COMMISSION,-0.38160968,USDT,ETHUSDT
30:29.4,REALIZED_PNL,-7.86198034,USDT,ETHUSDT
30:29.4,COMMISSION,-0.31332163,USDT,ETHUSDT
39:33.1,COMMISSION,-1.02960447,USDT,ETHUSDT
52:09.6,COMMISSION,-1.48150462,USDT,BTCUSDT
52:09.6,COMMISSION,-0.08630085,USDT,BTCUSDT
52:09.6,REALIZED_PNL,-28.27052339,USDT,BTCUSDT
52:09.6,REALIZED_PNL,-1.6477866,USDT,BTCUSDT
52:09.6,REALIZED_PNL,-0.09324,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-4.0456,USDT,ETHUSDT
52:09.6,COMMISSION,-0.32480944,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-0.04662,USDT,ETHUSDT
52:09.6,COMMISSION,-0.02789696,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-6.23555,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-5.04322,USDT,ETHUSDT
52:09.6,COMMISSION,-0.00597792,USDT,ETHUSDT
52:09.6,COMMISSION,-0.00298896,USDT,ETHUSDT
52:09.6,COMMISSION,-0.39952271,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-0.43512,USDT,ETHUSDT
52:09.6,COMMISSION,-0.25904112,USDT,ETHUSDT
52:09.6,COMMISSION,-0.00298896,USDT,ETHUSDT
52:09.6,REALIZED_PNL,-0.04662,USDT,ETHUSDT
52:24.8,COMMISSION,-0.02290238,USDT,ETHUSDT
52:24.8,COMMISSION,-0.0995756,USDT,ETHUSDT
52:24.8,COMMISSION,-0.0995756,USDT,ETHUSDT
52:24.8,COMMISSION,-0.73586072,USDT,ETHUSDT
52:44.7,COMMISSION,-0.071896,USDT,BTCUSDT
52:44.7,COMMISSION,-0.23006668,USDT,BTCUSDT
52:44.7,COMMISSION,-0.0431376,USDT,BTCUSDT
52:44.7,COMMISSION,-0.01437916,USDT,BTCUSDT
52:44.7,COMMISSION,-0.14379168,USDT,BTCUSDT
52:44.7,COMMISSION,-0.01437916,USDT,BTCUSDT
52:44.7,COMMISSION,-0.3594791,USDT,BTCUSDT
52:44.7,COMMISSION,-0.05751665,USDT,BTCUSDT
04:50.5,INSURANCE_CLEAR,-7.1529861,USDT,BTCUSDT
04:50.5,INSURANCE_CLEAR,-8.019192,USDT,ETHUSDT
04:54.7,REALIZED_PNL,-47.71355999,USDT,BTCUSDT
04:54.7,REALIZED_PNL,-31.56099,USDT,ETHUSDT
56:40.1,TRANSFER,78,USDT,
59:25.9,COMMISSION,-0.02501935,USDT,LTCUSDT
59:26.9,COMMISSION,-0.03332255,USDT,LTCUSDT
21:32.6,COMMISSION,-0.20559319,USDT,BTCUSDT
23:18.6,COMMISSION,-0.22211632,USDT,ETHUSDT
27:58.5,REALIZED_PNL,-7.07272,USDT,ETHUSDT
27:58.5,COMMISSION,-0.1124727,USDT,ETHUSDT
29:48.6,COMMISSION,-0.2134232,USDT,ETHUSDT
29:48.6,COMMISSION,-0.00640272,USDT,ETHUSDT
32:17.6,REALIZED_PNL,-4.9826,USDT,BTCUSDT
32:17.6,COMMISSION,-0.20758623,USDT,BTCUSDT
34:23.7,REALIZED_PNL,-3.39735,USDT,LTCUSDT
34:23.7,COMMISSION,-0.11804276,USDT,LTCUSDT
35:03.4,COMMISSION,-0.11798534,USDT,LTCUSDT
35:03.4,COMMISSION,-0.01605018,USDT,LTCUSDT
35:03.4,COMMISSION,-0.02914339,USDT,LTCUSDT
37:02.5,COMMISSION,-0.22255734,USDT,BTCUSDT
55:30.1,COMMISSION,-0.01928291,USDT,LTCUSDT
55:30.1,COMMISSION,-0.00702556,USDT,LTCUSDT
55:30.1,REALIZED_PNL,2.05841613,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.49632837,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.15005276,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.18083281,USDT,LTCUSDT
55:30.1,COMMISSION,-0.00762348,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.48736087,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.12119646,USDT,LTCUSDT
55:30.1,COMMISSION,-0.0022422,USDT,LTCUSDT
55:30.1,COMMISSION,-0.0799718,USDT,LTCUSDT
55:30.1,COMMISSION,-0.00582972,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.49055711,USDT,LTCUSDT
55:30.1,COMMISSION,-0.01913139,USDT,LTCUSDT
55:30.1,COMMISSION,-0.00470862,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.19622284,USDT,LTCUSDT
55:30.1,REALIZED_PNL,0.0577126,USDT,LTCUSDT
55:30.1,COMMISSION,-0.0190587,USDT,LTCUSDT
56:24.9,COMMISSION,-0.1965185,USDT,ETHUSDT
56:24.9,COMMISSION,-0.02591433,USDT,ETHUSDT
56:24.9,REALIZED_PNL,0.758873,USDT,ETHUSDT
56:24.9,REALIZED_PNL,5.75842699,USDT,ETHUSDT
56:27.6,COMMISSION,-0.22314348,USDT,BTCUSDT
56:27.6,REALIZED_PNL,1.46535,USDT,BTCUSDT
58:04.1,COMMISSION,-0.35781139,USDT,BTCUSDT
59:07.7,COMMISSION,-0.36094136,USDT,ETHUSDT
01:28.2,REALIZED_PNL,-0.97583999,USDT,BTCUSDT
01:28.2,COMMISSION,-0.35742105,USDT,BTCUSDT
01:28.2,COMMISSION,-0.35832798,USDT,ETHUSDT
01:28.2,REALIZED_PNL,-6.53346,USDT,ETHUSDT
02:07.0,COMMISSION,-0.31373641,USDT,ETHUSDT
02:13.9,COMMISSION,-0.31340072,USDT,BTCUSDT
34:15.5,COMMISSION,-0.3083986,USDT,BTCUSDT
34:15.5,REALIZED_PNL,-12.50529,USDT,BTCUSDT
34:15.5,REALIZED_PNL,-11.38742,USDT,ETHUSDT
34:15.5,REALIZED_PNL,-5.914,USDT,ETHUSDT
34:15.5,COMMISSION,-0.20136824,USDT,ETHUSDT
34:15.5,COMMISSION,-0.1054476,USDT,ETHUSDT
34:55.7,COMMISSION,-0.33620303,USDT,ETHUSDT
36:53.2,REALIZED_PNL,0.06112,USDT,ETHUSDT
36:53.2,COMMISSION,-0.13491916,USDT,ETHUSDT
36:53.2,REALIZED_PNL,0.04095999,USDT,ETHUSDT
36:53.2,COMMISSION,-0.20132469,USDT,ETHUSDT
37:26.2,COMMISSION,-0.33120594,USDT,ETHUSDT
00:01.3,FUNDING_FEE,0.08329619,USDT,ETHUSDT
23:08.4,COMMISSION,-0.32560669,USDT,ETHUSDT
23:08.4,REALIZED_PNL,13.99812,USDT,ETHUSDT
27:43.4,COMMISSION,-0.09084265,USDT,1000SHIBUSDT
30:04.3,REALIZED_PNL,-0.02445,USDT,1000SHIBUSDT
30:04.3,COMMISSION,-0.07669392,USDT,1000SHIBUSDT
30:04.3,REALIZED_PNL,-0.110855,USDT,1000SHIBUSDT
30:04.3,COMMISSION,-0.01409461,USDT,1000SHIBUSDT
30:12.1,COMMISSION,-0.03793091,USDT,1000SHIBUSDT
30:12.1,COMMISSION,-0.05261194,USDT,1000SHIBUSDT
11:04.2,COMMISSION,-0.19203814,USDT,ETHUSDT
41:48.4,COMMISSION,-0.09025102,USDT,1000SHIBUSDT
41:48.4,REALIZED_PNL,0.729596,USDT,1000SHIBUSDT
45:24.7,REALIZED_PNL,3.4484,USDT,ETHUSDT
45:24.7,COMMISSION,-0.19065878,USDT,ETHUSDT
47:51.1,COMMISSION,-0.04345057,USDT,BTCUSDT
03:54.1,COMMISSION,-0.04350828,USDT,BTCUSDT
03:54.1,REALIZED_PNL,0.14427,USDT,BTCUSDT
33:21.4,COMMISSION,-0.23458028,USDT,BTCUSDT
42:57.9,COMMISSION,-0.11230296,USDT,DOGEUSDT
51:34.9,REALIZED_PNL,0.53808,USDT,DOGEUSDT
51:34.9,COMMISSION,-0.11251819,USDT,DOGEUSDT
00:00.9,FUNDING_FEE,0.05955075,USDT,BTCUSDT
25:21.1,COMMISSION,-0.00358264,USDT,CRVUSDT
30:04.8,COMMISSION,-0.090688,USDT,DOGEUSDT
30:12.4,REALIZED_PNL,0.1216,USDT,CRVUSDT
30:12.4,COMMISSION,-0.003534,USDT,CRVUSDT
01:32.1,REALIZED_PNL,-20.1214,USDT,DOGEUSDT
01:32.1,COMMISSION,-0.18942456,USDT,DOGEUSDT
02:24.8,COMMISSION,-0.23822867,USDT,BTCUSDT
02:24.8,REALIZED_PNL,-9.12096,USDT,BTCUSDT
04:44.9,COMMISSION,-0.22707809,USDT,DOGEUSDT
22:55.9,INSURANCE_CLEAR,-4.15034594,USDT,DOGEUSDT
22:56.2,REALIZED_PNL,-0.76935,USDT,DOGEUSDT
22:56.2,REALIZED_PNL,-1.54985,USDT,DOGEUSDT
22:56.2,REALIZED_PNL,-11.99658,USDT,DOGEUSDT
06:15.3,COMMISSION,-0.00754,USDT,DOGEUSDT
09:21.2,REALIZED_PNL,0.23608,USDT,DOGEUSDT
09:21.2,COMMISSION,-0.00763443,USDT,DOGEUSDT
09:50.0,COMMISSION,-0.00863736,USDT,DOGEUSDT
10:05.6,REALIZED_PNL,-0.05487,USDT,DOGEUSDT
10:05.6,COMMISSION,-0.00865931,USDT,DOGEUSDT
16:15.8,COMMISSION,-0.0039312,USDT,DOGEUSDT
17:50.6,REALIZED_PNL,-0.05616,USDT,DOGEUSDT
17:50.6,COMMISSION,-0.00783993,USDT,DOGEUSDT
18:15.5,COMMISSION,-0.00594893,USDT,DOGEUSDT
19:35.9,COMMISSION,-0.00596222,USDT,DOGEUSDT
19:35.9,REALIZED_PNL,0.03321,USDT,DOGEUSDT
21:58.4,COMMISSION,-0.00366,USDT,DOGEUSDT
34:41.0,COMMISSION,-0.007368,USDT,DOGEUSDT
34:41.0,REALIZED_PNL,-0.12,USDT,DOGEUSDT
39:57.4,COMMISSION,-0.01131345,USDT,DOGEUSDT
56:24.1,COMMISSION,-0.0112574,USDT,DOGEUSDT
56:24.1,REALIZED_PNL,-0.14014,USDT,DOGEUSDT
56:31.5,COMMISSION,-0.00892112,USDT,DOGEUSDT
56:15.1,COMMISSION,-0.01794376,USDT,DOGEUSDT
56:15.1,REALIZED_PNL,-0.12688,USDT,DOGEUSDT
57:45.7,REALIZED_PNL,0.01403,USDT,DOGEUSDT
57:45.7,COMMISSION,-0.00897749,USDT,DOGEUSDT
24:40.6,TRANSFER,100,USDT,
26:49.3,COMMISSION,-0.01437316,USDT,BTCUSDT
34:29.8,COMMISSION,-0.00535096,USDT,ETHUSDT
36:05.9,REALIZED_PNL,0.07033,USDT,BTCUSDT
36:05.9,COMMISSION,-0.0144013,USDT,BTCUSDT
36:06.7,COMMISSION,-0.01071904,USDT,ETHUSDT
36:06.7,REALIZED_PNL,0.0428,USDT,ETHUSDT
39:14.8,COMMISSION,-0.07213342,USDT,BTCUSDT
47:10.9,COMMISSION,-0.14447808,USDT,BTCUSDT
47:10.9,REALIZED_PNL,0.5281,USDT,BTCUSDT
01:12.1,COMMISSION,-0.14463768,USDT,BTCUSDT
04:56.4,COMMISSION,-0.0269599,USDT,ETHUSDT
04:56.4,COMMISSION,-0.00539198,USDT,ETHUSDT
11:10.4,COMMISSION,-0.03250692,USDT,ETHUSDT
12:45.9,REALIZED_PNL,-0.642,USDT,ETHUSDT
12:45.9,COMMISSION,-0.0651156,USDT,ETHUSDT
12:47.1,REALIZED_PNL,-0.3136,USDT,BTCUSDT
12:47.1,COMMISSION,-0.14476312,USDT,BTCUSDT
13:19.7,COMMISSION,-0.1085348,USDT,ETHUSDT
48:45.1,COMMISSION,-0.07204834,USDT,BTCUSDT
01:40.4,REALIZED_PNL,3.2142,USDT,BTCUSDT
01:40.4,COMMISSION,-0.14538235,USDT,BTCUSDT
01:40.4,REALIZED_PNL,2.393,USDT,ETHUSDT
01:40.4,COMMISSION,-0.109492,USDT,ETHUSDT
08:30.8,COMMISSION,-0.21775848,USDT,BTCUSDT
11:55.7,TRANSFER,0.00235005,BNB,
30:52.8,COMMISSION,-0.00099437,BNB,BTCUSDT
30:52.8,REALIZED_PNL,1.8138,USDT,BTCUSDT
23:03.5,COMMISSION,-0.00066378,BNB,BTCUSDT
05:47.9,REALIZED_PNL,-1.8762,USDT,BTCUSDT
05:47.9,COMMISSION,-0.00066434,BNB,BTCUSDT
25:22.2,COMMISSION,-0.43142868,USDT,BTCUSDT
29:05.0,COMMISSION,-0.43256304,USDT,BTCUSDT
29:05.0,REALIZED_PNL,2.8359,USDT,BTCUSDT
40:57.0,COMMISSION,-0.43086492,USDT,BTCUSDT
51:35.1,REALIZED_PNL,0.9774,USDT,BTCUSDT
51:35.1,COMMISSION,-0.43125588,USDT,BTCUSDT
55:15.3,COMMISSION,-0.43009944,USDT,BTCUSDT
56:34.7,COMMISSION,-0.43040916,USDT,BTCUSDT
56:34.7,REALIZED_PNL,-0.77429999,USDT,BTCUSDT
01:00.9,COMMISSION,-0.2155192,USDT,ETHUSDT
06:19.9,REALIZED_PNL,1.202,USDT,ETHUSDT
06:19.9,COMMISSION,-0.108,USDT,ETHUSDT
26:45.0,COMMISSION,-0.3208056,USDT,ETHUSDT
33:05.4,REALIZED_PNL,-0.458,USDT,ETHUSDT
33:05.4,COMMISSION,-0.1068476,USDT,ETHUSDT
33:05.4,COMMISSION,-0.2136872,USDT,ETHUSDT
33:05.4,REALIZED_PNL,-0.219,USDT,ETHUSDT
33:52.6,COMMISSION,-0.40640696,USDT,ETHUSDT
33:52.6,COMMISSION,-0.11871627,USDT,ETHUSDT
33:52.6,COMMISSION,-0.00002239,BNB,ETHUSDT
54:45.5,REALIZED_PNL,-19.60897,USDT,ETHUSDT
54:45.5,COMMISSION,-0.542592,USDT,ETHUSDT
57:42.3,COMMISSION,-0.08550738,USDT,ETHUSDT
57:42.3,COMMISSION,-0.02272972,USDT,ETHUSDT
57:42.3,COMMISSION,-0.1082336,USDT,ETHUSDT
57:42.3,COMMISSION,-0.1082336,USDT,ETHUSDT
04:34.0,COMMISSION,-0.04462308,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.6170787,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.2539919,USDT,ETHUSDT
04:34.0,COMMISSION,-0.13386237,USDT,ETHUSDT
04:34.0,COMMISSION,-0.05115329,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.3160647,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.5110438,USDT,ETHUSDT
04:34.0,COMMISSION,-0.0185015,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.0301014,USDT,ETHUSDT
04:34.0,COMMISSION,-0.02285572,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.7073829,USDT,ETHUSDT
04:34.0,COMMISSION,-0.01632509,USDT,ETHUSDT
04:34.0,COMMISSION,-0.03700424,USDT,ETHUSDT
04:34.0,REALIZED_PNL,1.8340161,USDT,ETHUSDT
04:34.0,REALIZED_PNL,0.2247105,USDT,ETHUSDT
04:34.0,COMMISSION,-0.00000497,BNB,ETHUSDT
15:24.1,COMMISSION,-0.14473191,USDT,BTCUSDT
19:43.0,COMMISSION,-0.14486392,USDT,BTCUSDT
19:43.0,REALIZED_PNL,-0.33,USDT,BTCUSDT
53:01.8,COMMISSION,-0.02868,USDT,BTCUSDT
53:01.8,COMMISSION,-0.0717,USDT,BTCUSDT
53:01.8,COMMISSION,-0.04302,USDT,BTCUSDT
00:01.4,FUNDING_FEE,-0.03580172,USDT,BTCUSDT
20:34.6,COMMISSION,-0.14462132,USDT,BTCUSDT
20:34.6,REALIZED_PNL,3.0533,USDT,BTCUSDT
27:38.1,COMMISSION,-0.29019568,USDT,BTCUSDT
51:00.1,REALIZED_PNL,0.7406,USDT,BTCUSDT
51:00.1,COMMISSION,-0.29049192,USDT,BTCUSDT
44:02.2,COMMISSION,-0.29351815,USDT,BTCUSDT
32:46.1,COMMISSION,-0.145107,USDT,BTCUSDT
05:58.2,COMMISSION,-0.0149848,USDT,DOGEUSDT
00:01.1,FUNDING_FEE,-0.10844747,USDT,BTCUSDT
00:03.3,FUNDING_FEE,-0.0037238,USDT,DOGEUSDT
14:03.2,REALIZED_PNL,-7.1129,USDT,BTCUSDT
14:03.2,COMMISSION,-0.43578,USDT,BTCUSDT
14:03.2,REALIZED_PNL,-0.327,USDT,DOGEUSDT
14:03.2,COMMISSION,-0.014854,USDT,DOGEUSDT
01:24.5,COMMISSION,-0.14499999,USDT,BTCUSDT
02:40.2,COMMISSION,-0.3335268,USDT,ETHUSDT
18:04.2,COMMISSION,-0.33497519,USDT,ETHUSDT
18:04.2,REALIZED_PNL,-3.621,USDT,ETHUSDT
30:28.3,REALIZED_PNL,2.1174,USDT,BTCUSDT
30:28.3,COMMISSION,-0.14415304,USDT,BTCUSDT
14:20.9,TRANSFER,54.99432696,USDT,
14:51.4,TRANSFER,-10,USDT,
15:26.9,TRANSFER,-1,USDT,
17:10.1,TRANSFER,0.02777915,BNB,
26:44.4,COMMISSION,-0.0002542,BNB,ETHUSDT
32:16.8,COMMISSION,-0.00025454,BNB,ETHUSDT
37:09.2,COMMISSION,-0.00012708,BNB,ETHUSDT
45:23.6,COMMISSION,-0.00006354,BNB,ETHUSDT
47:34.8,COMMISSION,-0.00006354,BNB,ETHUSDT
16:18.8,COMMISSION,-0.00033171,BNB,BTCUSDT
18:00.2,REALIZED_PNL,1.0472,USDT,BTCUSDT
18:00.2,COMMISSION,-0.00066361,BNB,BTCUSDT
08:57.0,REALIZED_PNL,16.72099999,USDT,ETHUSDT
08:57.0,COMMISSION,-0.001013,BNB,ETHUSDT
04:10.8,COMMISSION,-0.00016523,BNB,BTCUSDT
06:01.5,COMMISSION,-0.00016525,BNB,BTCUSDT
20:42.3,COMMISSION,-0.00016557,BNB,BTCUSDT
32:06.9,COMMISSION,-0.00008292,BNB,BTCUSDT
46:26.3,COMMISSION,-0.00008311,BNB,BTCUSDT
41:27.7,COMMISSION,-0.00067268,BNB,BTCUSDT
03:25.9,COMMISSION,-0.00016871,BNB,BTCUSDT
16:15.4,COMMISSION,-0.00033307,BNB,BTCUSDT
16:51.9,COMMISSION,-0.00016676,BNB,BTCUSDT
00:01.0,FUNDING_FEE,-0.2517514,USDT,BTCUSDT
41:55.6,INSURANCE_CLEAR,-5.8668565,USDT,BTCUSDT
42:02.5,REALIZED_PNL,-134.37695,USDT,BTCUSDT
34:40.2,TRANSFER,117.6055129,USDT,
06:14.1,TRANSFER,-117.6055129,USDT,
55:31.0,TRANSFER,79.12176246,USDT,
56:28.0,TRANSFER,70.20780255,USDT,
04:25.0,COMMISSION,-0.00034851,BNB,BTCUSDT
05:36.2,COMMISSION,-0.00026005,BNB,ETHUSDT
18:09.9,COMMISSION,-0.00012982,BNB,ETHUSDT
55:00.6,REALIZED_PNL,-0.4524,USDT,BTCUSDT
55:00.6,COMMISSION,-0.00034643,BNB,BTCUSDT
55:00.6,COMMISSION,-0.00038651,BNB,ETHUSDT
55:00.6,REALIZED_PNL,1.704,USDT,ETHUSDT
39:43.4,COMMISSION,-0.00034627,BNB,BTCUSDT
51:34.0,REALIZED_PNL,0.7092,USDT,BTCUSDT
51:34.0,COMMISSION,-0.00034619,BNB,BTCUSDT
07:36.0,COMMISSION,-0.00069237,BNB,BTCUSDT
19:06.2,COMMISSION,-0.00012893,BNB,ETHUSDT
