Date(UTC),type,Amount,Asset,Symbol
19:57.3,COMMISSION,-0.074448,USDT,CTKUSDT
19:57.3,REALIZED_PNL,-4.31638095,USDT,CTKUSDT
19:57.3,COMMISSION,-0.198528,USDT,CTKUSDT
19:57.3,REALIZED_PNL,-0.55209523,USDT,CTKUSDT
19:57.3,REALIZED_PNL,-1.22966666,USDT,CTKUSDT
19:57.3,COMMISSION,-0.59784,USDT,CTKUSDT
19:57.3,COMMISSION,-0.165816,USDT,CTKUSDT
19:57.3,COMMISSION,-0.165816,USDT,CTKUSDT
23:13.7,COMMISSION,-0.0045008,USDT,CTKUSDT
23:13.7,COMMISSION,-0.0045008,USDT,CTKUSDT
23:13.7,COMMISSION,-0.497692,USDT,CTKUSDT
23:13.7,COMMISSION,-0.0990528,USDT,CTKUSDT
23:13.7,COMMISSION,-0.3196704,USDT,CTKUSDT
23:13.7,COMMISSION,-0.099088,USDT,CTKUSDT
23:13.7,COMMISSION,-0.596568,USDT,CTKUSDT
23:13.7,COMMISSION,-0.29276,USDT,CTKUSDT
23:42.3,COMMISSION,-0.395196,USDT,LUNAUSDT
23:42.3,REALIZED_PNL,-6.24,USDT,LUNAUSDT
25:21.5,REALIZED_PNL,-0.78084,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-0.82422,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-15.48666,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-2.57388,USDT,CTKUSDT
25:21.5,COMMISSION,-0.06383999,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-0.04338,USDT,CTKUSDT
25:21.5,COMMISSION,-0.09744,USDT,CTKUSDT
25:21.5,COMMISSION,-0.00336,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-1.25802,USDT,CTKUSDT
25:21.5,COMMISSION,-0.19936,USDT,CTKUSDT
25:21.5,REALIZED_PNL,-3.615,USDT,CTKUSDT
25:21.5,COMMISSION,-1.19951999,USDT,CTKUSDT
25:21.5,COMMISSION,-0.28,USDT,CTKUSDT
25:21.5,COMMISSION,-0.06048,USDT,CTKUSDT
27:47.2,COMMISSION,-0.11994482,USDT,BTCUSDT
27:47.2,COMMISSION,-0.71966894,USDT,BTCUSDT
27:47.2,COMMISSION,-9.15578823,USDT,BTCUSDT
29:17.2,COMMISSION,-0.65975949,USDT,BTCUSDT
29:17.2,REALIZED_PNL,0.15741,USDT,BTCUSDT
29:17.2,COMMISSION,-9.33659837,USDT,BTCUSDT
29:17.2,REALIZED_PNL,2.23225999,USDT,BTCUSDT
29:56.5,COMMISSION,-0.78041371,USDT,BTCUSDT
29:56.5,COMMISSION,-0.06003405,USDT,BTCUSDT
29:56.5,COMMISSION,-0.38020155,USDT,BTCUSDT
29:56.5,COMMISSION,-1.0005304,USDT,BTCUSDT
29:56.5,COMMISSION,-5.76343526,USDT,BTCUSDT
29:56.5,COMMISSION,-1.0005304,USDT,BTCUSDT
29:56.5,COMMISSION,-1.00058,USDT,BTCUSDT
33:16.5,COMMISSION,-2.58867344,USDT,BTCUSDT
33:16.5,REALIZED_PNL,16.72868537,USDT,BTCUSDT
33:16.5,COMMISSION,-2.40806832,USDT,BTCUSDT
33:16.5,REALIZED_PNL,17.98333677,USDT,BTCUSDT
33:32.2,COMMISSION,-1.606696,USDT,BTCUSDT
33:32.2,REALIZED_PNL,0.18054571,USDT,BTCUSDT
33:32.2,COMMISSION,-0.02008369,USDT,BTCUSDT
33:32.2,REALIZED_PNL,17.15184258,USDT,BTCUSDT
33:32.2,REALIZED_PNL,14.44525691,USDT,BTCUSDT
33:32.2,COMMISSION,-1.90795074,USDT,BTCUSDT
33:32.2,REALIZED_PNL,4.34269707,USDT,BTCUSDT
33:32.2,COMMISSION,-1.0041848,USDT,BTCUSDT
33:32.2,REALIZED_PNL,9.02778557,USDT,BTCUSDT
33:32.2,COMMISSION,-0.48201244,USDT,BTCUSDT
35:42.1,COMMISSION,-4.97947097,USDT,BTCUSDT
39:30.2,COMMISSION,-0.94349341,USDT,BTCUSDT
39:30.2,COMMISSION,-0.60222995,USDT,BTCUSDT
39:30.2,COMMISSION,-0.90334476,USDT,BTCUSDT
39:30.2,REALIZED_PNL,0.49161999,USDT,BTCUSDT
39:30.2,COMMISSION,-0.04014865,USDT,BTCUSDT
39:30.2,REALIZED_PNL,0.02092,USDT,BTCUSDT
39:30.2,REALIZED_PNL,0.31349999,USDT,BTCUSDT
39:30.2,REALIZED_PNL,0.47069999,USDT,BTCUSDT
39:56.8,REALIZED_PNL,3.21284,USDT,BTCUSDT
39:56.8,COMMISSION,-2.48845035,USDT,BTCUSDT
42:12.1,COMMISSION,-4.99377169,USDT,BTCUSDT
42:21.5,COMMISSION,-3.7504518,USDT,BTCUSDT
45:07.2,COMMISSION,-3.00594,USDT,BTCUSDT
45:07.2,REALIZED_PNL,5.98442889,USDT,BTCUSDT
45:07.2,COMMISSION,-3.00594,USDT,BTCUSDT
45:07.2,REALIZED_PNL,5.98442889,USDT,BTCUSDT
45:07.2,COMMISSION,-2.7253856,USDT,BTCUSDT
45:07.2,REALIZED_PNL,5.4258822,USDT,BTCUSDT
46:08.3,COMMISSION,-2.0046444,USDT,BTCUSDT
46:08.3,COMMISSION,-5.69319009,USDT,BTCUSDT
46:08.3,COMMISSION,-0.66153265,USDT,BTCUSDT
46:08.3,COMMISSION,-0.42097532,USDT,BTCUSDT
46:08.3,COMMISSION,-1.20278664,USDT,BTCUSDT
49:30.6,TRANSFER,-50,USDT,
50:20.0,TRANSFER,0.10092425,BNB,
10:18.2,COMMISSION,-0.01818349,BNB,BTCUSDT
10:18.2,REALIZED_PNL,-8.27178,USDT,BTCUSDT
15:41.6,COMMISSION,-0.00080006,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00001053,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00001263,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00001263,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00000421,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00054338,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00005684,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00002315,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00001263,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00023378,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00122114,BNB,CTKUSDT
15:41.6,COMMISSION,-0.00036225,BNB,CTKUSDT
17:28.4,REALIZED_PNL,-22.44199999,USDT,CTKUSDT
17:28.4,COMMISSION,-0.00327847,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00008583,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00000418,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00001884,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00000628,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00010471,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00003768,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00000837,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00078924,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00010467,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00010471,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00009629,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00003768,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00171036,BNB,CTKUSDT
17:36.7,COMMISSION,-0.00009629,BNB,CTKUSDT
18:24.5,COMMISSION,-0.00036407,BNB,CTKUSDT
18:24.5,REALIZED_PNL,0.18536512,USDT,CTKUSDT
18:24.5,REALIZED_PNL,0.18536512,USDT,CTKUSDT
18:24.5,REALIZED_PNL,0.32632005,USDT,CTKUSDT
18:24.5,COMMISSION,-0.00029084,BNB,CTKUSDT
18:24.5,REALIZED_PNL,0.171516,USDT,CTKUSDT
18:24.5,COMMISSION,-0.00036407,BNB,CTKUSDT
18:24.5,REALIZED_PNL,0.18536512,USDT,CTKUSDT
18:24.5,COMMISSION,-0.00078883,BNB,CTKUSDT
18:24.5,COMMISSION,-0.00033048,BNB,CTKUSDT
18:24.5,COMMISSION,-0.00036407,BNB,CTKUSDT
18:24.5,REALIZED_PNL,0.14807903,USDT,CTKUSDT
18:24.5,REALIZED_PNL,0.40162442,USDT,CTKUSDT
18:24.5,COMMISSION,-0.00033687,BNB,CTKUSDT
18:24.5,REALIZED_PNL,0.18536512,USDT,CTKUSDT
18:24.5,COMMISSION,-0.00036407,BNB,CTKUSDT
44:48.0,COMMISSION,-0.00572696,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00003647,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00003647,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00076602,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00007295,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00069307,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00134966,BNB,BTCUSDT
44:48.0,COMMISSION,-0.00032829,BNB,BTCUSDT
01:11.4,REALIZED_PNL,0.12036,USDT,BTCUSDT
01:11.4,COMMISSION,-0.00239966,BNB,BTCUSDT
01:11.4,REALIZED_PNL,1.80539999,USDT,BTCUSDT
01:11.4,COMMISSION,-0.00327226,BNB,BTCUSDT
01:11.4,REALIZED_PNL,1.7051,USDT,BTCUSDT
01:11.4,REALIZED_PNL,1.32396,USDT,BTCUSDT
01:11.4,COMMISSION,-0.00309047,BNB,BTCUSDT
01:11.4,COMMISSION,-0.00021815,BNB,BTCUSDT
06:26.7,TRANSFER,-400,USDT,
17:31.8,COMMISSION,-0.0013868,BNB,BTCUSDT
21:08.4,COMMISSION,-0.00124124,BNB,BTCUSDT
21:08.4,COMMISSION,-0.00014602,BNB,BTCUSDT
21:08.4,REALIZED_PNL,-0.204,USDT,BTCUSDT
21:08.4,REALIZED_PNL,-1.73944,USDT,BTCUSDT
32:56.1,COMMISSION,-0.00014602,BNB,BTCUSDT
32:56.1,COMMISSION,-0.00032855,BNB,BTCUSDT
35:43.1,COMMISSION,-0.00047344,BNB,BTCUSDT
35:43.1,REALIZED_PNL,0.13272999,USDT,BTCUSDT
40:29.8,COMMISSION,-0.00190458,BNB,DOGEUSDT
40:29.8,COMMISSION,-0.00029153,BNB,DOGEUSDT
40:29.8,COMMISSION,-0.00000749,BNB,DOGEUSDT
56:17.4,COMMISSION,-0.00002203,BNB,DOGEUSDT
56:17.4,REALIZED_PNL,-0.2529932,USDT,DOGEUSDT
56:17.4,COMMISSION,-0.00211952,BNB,DOGEUSDT
56:17.4,COMMISSION,-0.00001255,BNB,DOGEUSDT
56:17.4,REALIZED_PNL,-0.14477612,USDT,DOGEUSDT
56:17.4,REALIZED_PNL,-0.14024626,USDT,DOGEUSDT
56:17.4,COMMISSION,-0.00001211,BNB,DOGEUSDT
56:17.4,REALIZED_PNL,-24.34047577,USDT,DOGEUSDT
56:17.4,REALIZED_PNL,-0.42249864,USDT,DOGEUSDT
56:17.4,COMMISSION,-0.00003679,BNB,DOGEUSDT
56:46.3,COMMISSION,-0.00181696,BNB,ETHUSDT
58:00.2,COMMISSION,-0.00120918,BNB,DOGEUSDT
13:20.4,REALIZED_PNL,-2.77292,USDT,ETHUSDT
13:20.4,COMMISSION,-0.00217725,BNB,ETHUSDT
13:20.4,COMMISSION,-0.0014496,BNB,ETHUSDT
13:20.4,REALIZED_PNL,-1.8564,USDT,ETHUSDT
14:19.0,COMMISSION,-0.00027753,BNB,DOGEUSDT
14:19.0,COMMISSION,-0.00072764,BNB,DOGEUSDT
34:43.0,REALIZED_PNL,-0.1279392,USDT,DOGEUSDT
34:43.0,REALIZED_PNL,-1.28310679,USDT,DOGEUSDT
34:43.0,COMMISSION,-0.00003694,BNB,DOGEUSDT
34:43.0,COMMISSION,-0.00037546,BNB,DOGEUSDT
34:43.0,REALIZED_PNL,-6.477094,USDT,DOGEUSDT
34:43.0,COMMISSION,-0.00179985,BNB,DOGEUSDT
00:08.9,FUNDING_FEE,-0.27665626,USDT,KSMUSDT
38:45.6,COMMISSION,-0.00054659,BNB,CTKUSDT
38:45.6,COMMISSION,-0.00072948,BNB,CTKUSDT
43:48.2,COMMISSION,-0.00035996,BNB,CTKUSDT
43:48.2,COMMISSION,-0.0003788,BNB,CTKUSDT
43:48.2,REALIZED_PNL,-2.353,USDT,CTKUSDT
43:48.2,REALIZED_PNL,-2.041,USDT,CTKUSDT
43:48.2,COMMISSION,-0.00032857,BNB,CTKUSDT
43:48.2,REALIZED_PNL,-2.236,USDT,CTKUSDT
43:48.2,COMMISSION,-0.000203,BNB,CTKUSDT
43:48.2,REALIZED_PNL,-1.261,USDT,CTKUSDT
48:05.8,REALIZED_PNL,-11.88702857,USDT,KSMUSDT
48:05.8,REALIZED_PNL,-17.84854285,USDT,KSMUSDT
48:05.8,REALIZED_PNL,-15.84137142,USDT,KSMUSDT
48:05.8,COMMISSION,-0.00014352,BNB,KSMUSDT
48:05.8,COMMISSION,-0.00109068,BNB,KSMUSDT
48:05.8,REALIZED_PNL,-1.97717142,USDT,KSMUSDT
48:05.8,COMMISSION,-0.0000287,BNB,KSMUSDT
48:05.8,REALIZED_PNL,-9.88085714,USDT,KSMUSDT
48:05.8,REALIZED_PNL,-1.96917142,USDT,KSMUSDT
48:05.8,COMMISSION,-0.00005741,BNB,KSMUSDT
48:05.8,REALIZED_PNL,-3.93834285,USDT,KSMUSDT
48:05.8,COMMISSION,-0.0001722,BNB,KSMUSDT
48:05.8,COMMISSION,-0.00025829,BNB,KSMUSDT
48:05.8,REALIZED_PNL,-75.20851428,USDT,KSMUSDT
48:05.8,COMMISSION,-0.0000287,BNB,KSMUSDT
48:05.8,COMMISSION,-0.00022961,BNB,KSMUSDT
44:07.5,COMMISSION,-0.00414707,BNB,BTCUSDT
49:32.5,COMMISSION,-0.00090849,BNB,EOSUSDT
50:04.3,COMMISSION,-0.00019299,BNB,DASHUSDT
50:26.3,COMMISSION,-0.00415727,BNB,BTCUSDT
50:26.3,REALIZED_PNL,-12.62322,USDT,BTCUSDT
00:04.4,FUNDING_FEE,-1.2497681,USDT,EOSUSDT
00:06.0,FUNDING_FEE,-0.25561743,USDT,DASHUSDT
15:42.6,REALIZED_PNL,0.224,USDT,EOSUSDT
15:42.6,COMMISSION,-0.00080799,BNB,EOSUSDT
15:42.6,REALIZED_PNL,0.056,USDT,EOSUSDT
15:42.6,COMMISSION,-0.0000706,BNB,EOSUSDT
15:42.6,REALIZED_PNL,2.5634,USDT,EOSUSDT
15:42.6,COMMISSION,-0.00001765,BNB,EOSUSDT
15:47.0,COMMISSION,-0.00006967,BNB,DASHUSDT
15:47.0,COMMISSION,-0.00008521,BNB,DASHUSDT
15:47.0,REALIZED_PNL,-0.6228,USDT,DASHUSDT
15:47.0,COMMISSION,-0.0000324,BNB,DASHUSDT
15:47.0,REALIZED_PNL,-1.6562,USDT,DASHUSDT
15:47.0,REALIZED_PNL,-1.34664,USDT,DASHUSDT
16:02.2,COMMISSION,-0.00221527,BNB,BTCUSDT
17:34.8,COMMISSION,-0.00221795,BNB,BTCUSDT
17:34.8,REALIZED_PNL,-1.5234,USDT,BTCUSDT
19:46.1,COMMISSION,-0.00436422,BNB,BTCUSDT
20:04.7,REALIZED_PNL,0.94099999,USDT,BTCUSDT
20:04.7,REALIZED_PNL,0.90336,USDT,BTCUSDT
20:04.7,COMMISSION,-0.00177438,BNB,BTCUSDT
20:04.7,COMMISSION,-0.00073932,BNB,BTCUSDT
20:04.7,REALIZED_PNL,0.37639999,USDT,BTCUSDT
20:04.7,COMMISSION,-0.00184831,BNB,BTCUSDT
22:23.8,COMMISSION,-0.00450051,BNB,BTCUSDT
29:25.0,REALIZED_PNL,13.35235,USDT,BTCUSDT
29:25.0,COMMISSION,-2.50005456,USDT,BTCUSDT
30:43.9,COMMISSION,-1.52602298,USDT,ETCUSDT
30:43.9,COMMISSION,-0.00014855,BNB,ETCUSDT
37:08.9,COMMISSION,-0.00002945,BNB,CHZUSDT
37:08.9,COMMISSION,-0.0000048,BNB,CHZUSDT
37:08.9,COMMISSION,-0.00000601,BNB,CHZUSDT
37:08.9,COMMISSION,-0.00001713,BNB,CHZUSDT
37:08.9,COMMISSION,-0.00039532,BNB,CHZUSDT
37:08.9,COMMISSION,-0.00003096,BNB,CHZUSDT
37:08.9,COMMISSION,-0.00002976,BNB,CHZUSDT
37:08.9,COMMISSION,-9.00E-07,BNB,CHZUSDT
41:12.4,COMMISSION,-0.00024813,BNB,FTMUSDT
41:12.4,COMMISSION,-0.00004227,BNB,FTMUSDT
44:13.1,COMMISSION,-0.15586057,USDT,CHZUSDT
44:13.1,REALIZED_PNL,-1.06607933,USDT,CHZUSDT
44:13.1,REALIZED_PNL,-0.88537066,USDT,CHZUSDT
44:13.1,COMMISSION,-0.13058448,USDT,CHZUSDT
44:24.3,COMMISSION,-0.10877446,USDT,FTMUSDT
44:24.3,COMMISSION,-0.09681597,USDT,FTMUSDT
44:24.3,COMMISSION,-0.0000084,BNB,FTMUSDT
44:24.3,COMMISSION,-0.19987046,USDT,FTMUSDT
47:40.6,COMMISSION,-1.60292753,USDT,ETCUSDT
47:40.6,REALIZED_PNL,4.28829685,USDT,ETCUSDT
47:40.6,REALIZED_PNL,0.01995314,USDT,ETCUSDT
47:40.6,COMMISSION,-0.00001352,BNB,ETCUSDT
49:43.5,COMMISSION,-0.06798694,USDT,FTMUSDT
49:43.5,COMMISSION,-0.40951819,USDT,FTMUSDT
50:49.4,REALIZED_PNL,16.11084999,USDT,FTMUSDT
50:49.4,COMMISSION,-1.05601364,USDT,FTMUSDT
56:34.4,COMMISSION,-0.00001413,BNB,FTMUSDT
56:34.4,COMMISSION,-0.0526,USDT,FTMUSDT
56:34.4,COMMISSION,-0.00000659,BNB,FTMUSDT
56:34.4,COMMISSION,-0.1657026,USDT,FTMUSDT
56:34.4,COMMISSION,-0.28153626,USDT,FTMUSDT
56:34.4,COMMISSION,-0.04682681,USDT,FTMUSDT
56:34.4,COMMISSION,-0.09156506,USDT,FTMUSDT
56:34.4,COMMISSION,-0.3987656,USDT,FTMUSDT
56:34.4,COMMISSION,-0.00003956,BNB,FTMUSDT
56:34.4,COMMISSION,-0.14572194,USDT,FTMUSDT
00:48.1,REALIZED_PNL,-24.97770999,USDT,FTMUSDT
00:48.1,COMMISSION,-1.20639235,USDT,FTMUSDT
02:49.0,COMMISSION,-0.00373469,USDT,FTMUSDT
02:49.0,COMMISSION,-0.0058692,USDT,FTMUSDT
02:49.0,COMMISSION,-0.03679604,USDT,FTMUSDT
02:49.0,COMMISSION,-0.03414272,USDT,FTMUSDT
02:49.0,COMMISSION,-0.0106712,USDT,FTMUSDT
02:49.0,COMMISSION,-0.0234747,USDT,FTMUSDT
02:49.0,COMMISSION,-0.14398236,USDT,FTMUSDT
02:49.0,COMMISSION,-0.01973905,USDT,FTMUSDT
02:49.0,COMMISSION,-0.0000067,BNB,FTMUSDT
02:49.0,COMMISSION,-0.0848195,USDT,FTMUSDT
02:49.0,COMMISSION,-0.1659073,USDT,FTMUSDT
02:49.0,COMMISSION,-0.00001915,BNB,FTMUSDT
02:49.0,COMMISSION,-0.08430564,USDT,FTMUSDT
02:49.0,COMMISSION,-0.13710333,USDT,FTMUSDT
02:49.0,COMMISSION,-0.18564547,USDT,FTMUSDT
02:49.0,COMMISSION,-0.00000383,BNB,FTMUSDT
09:48.8,REALIZED_PNL,-2.25501454,USDT,FTMUSDT
09:48.8,REALIZED_PNL,-4.43797359,USDT,FTMUSDT
09:48.8,COMMISSION,-0.59407868,USDT,FTMUSDT
09:48.8,COMMISSION,-0.0531904,USDT,FTMUSDT
09:48.8,REALIZED_PNL,-0.38431187,USDT,FTMUSDT
09:48.8,COMMISSION,-0.30262606,USDT,FTMUSDT
14:37.9,COMMISSION,-1.03519199,USDT,BTCUSDT
16:05.2,TRANSFER,-60,USDT,
16:19.2,TRANSFER,-7.80605871,USDT,
16:28.8,COMMISSION,-1.0356672,USDT,BTCUSDT
16:28.8,REALIZED_PNL,1.188,USDT,BTCUSDT
21:53.0,TRANSFER,-17,USDT,
22:26.0,COMMISSION,-0.10376464,USDT,BTCUSDT
51:38.2,REALIZED_PNL,0.3042,USDT,BTCUSDT
51:38.2,COMMISSION,-0.10364296,USDT,BTCUSDT
53:04.3,COMMISSION,-0.10362476,USDT,BTCUSDT
04:48.7,COMMISSION,-0.1033197,USDT,BTCUSDT
04:48.7,REALIZED_PNL,-0.76265,USDT,BTCUSDT
04:59.4,TRANSFER,-2.0285043,USDT,
05:16.2,TRANSFER,-0.0000027,BNB,
03:17.0,TRANSFER,19.10851055,USDT,
05:23.0,COMMISSION,-0.1893816,USDT,CTKUSDT
32:27.5,REALIZED_PNL,1.53,USDT,CTKUSDT
32:27.5,COMMISSION,-0.0022488,USDT,CTKUSDT
32:27.5,COMMISSION,-0.0191148,USDT,CTKUSDT
32:27.5,REALIZED_PNL,0.18,USDT,CTKUSDT
32:27.5,REALIZED_PNL,0.18,USDT,CTKUSDT
32:27.5,COMMISSION,-0.0742104,USDT,CTKUSDT
32:27.5,REALIZED_PNL,5.94,USDT,CTKUSDT
32:27.5,COMMISSION,-0.0022488,USDT,CTKUSDT
33:07.9,COMMISSION,-0.0236208,USDT,CTKUSDT
33:07.9,REALIZED_PNL,1.911,USDT,CTKUSDT
33:16.9,COMMISSION,-0.0663868,USDT,CTKUSDT
33:16.9,COMMISSION,-0.14177519,USDT,CTKUSDT
47:06.8,REALIZED_PNL,0.36463346,USDT,CTKUSDT
47:06.8,COMMISSION,-0.0213408,USDT,CTKUSDT
47:06.8,REALIZED_PNL,0.61411952,USDT,CTKUSDT
47:06.8,COMMISSION,-0.0359424,USDT,CTKUSDT
53:31.8,REALIZED_PNL,0.69625498,USDT,CTKUSDT
53:31.8,COMMISSION,-0.095098,USDT,CTKUSDT
53:31.8,COMMISSION,-0.128662,USDT,CTKUSDT
53:31.8,REALIZED_PNL,0.94199203,USDT,CTKUSDT
00:07.6,COMMISSION,-0.71592426,USDT,BTCUSDT
58:00.6,COMMISSION,-0.71655448,USDT,BTCUSDT
58:00.6,REALIZED_PNL,1.57556,USDT,BTCUSDT
01:59.0,COMMISSION,-0.0580528,USDT,CTKUSDT
03:30.1,COMMISSION,-0.0548604,USDT,CTKUSDT
05:55.0,COMMISSION,-0.0033804,USDT,CTKUSDT
05:55.0,COMMISSION,-0.0101412,USDT,CTKUSDT
05:55.0,COMMISSION,-0.0101412,USDT,CTKUSDT
05:55.0,COMMISSION,-0.0315504,USDT,CTKUSDT
07:49.4,TRANSFER,0.00050836,BNB,
54:46.8,COMMISSION,-0.00005962,BNB,CTKUSDT
00:09.7,FUNDING_FEE,-0.33075884,USDT,CTKUSDT
22:57.4,INSURANCE_CLEAR,-4.48230637,USDT,CTKUSDT
22:58.2,REALIZED_PNL,-25.816,USDT,CTKUSDT
33:29.6,TRANSFER,13.72899453,USDT,
34:03.3,COMMISSION,-0.0002515,BNB,CTKUSDT
35:57.3,COMMISSION,-0.00001153,BNB,CTKUSDT
35:57.3,COMMISSION,-0.00011536,BNB,CTKUSDT
43:12.2,REALIZED_PNL,0.98199999,USDT,CTKUSDT
43:12.2,COMMISSION,-0.202122,USDT,CTKUSDT
45:23.7,COMMISSION,-0.13748753,USDT,ETHUSDT
45:56.7,COMMISSION,-0.10454576,USDT,ETHUSDT
48:14.3,COMMISSION,-0.075518,USDT,ETHUSDT
48:14.3,COMMISSION,-0.16613828,USDT,ETHUSDT
48:14.3,REALIZED_PNL,-0.2935125,USDT,ETHUSDT
48:14.3,REALIZED_PNL,-0.6490275,USDT,ETHUSDT
59:06.2,TRANSFER,-13.09501275,USDT,
42:15.7,TRANSFER,303.8284455,USDT,
42:54.7,COMMISSION,-0.0895898,USDT,CTKUSDT
44:24.6,COMMISSION,-0.1491744,USDT,CTKUSDT
44:24.6,COMMISSION,-0.01635839,USDT,CTKUSDT
44:24.6,COMMISSION,-0.0163728,USDT,CTKUSDT
44:24.6,COMMISSION,-0.00000571,BNB,CTKUSDT
44:24.6,COMMISSION,-0.00005524,BNB,CTKUSDT
44:24.6,COMMISSION,-0.063644,USDT,CTKUSDT
44:24.6,COMMISSION,-0.0163656,USDT,CTKUSDT
47:43.9,COMMISSION,-0.0370148,USDT,CTKUSDT
47:43.9,COMMISSION,-0.0324864,USDT,CTKUSDT
47:43.9,COMMISSION,-0.0324864,USDT,CTKUSDT
47:43.9,COMMISSION,-0.0351936,USDT,CTKUSDT
49:02.7,TRANSFER,-169.6287282,USDT,
07:41.1,REALIZED_PNL,-3.67852459,USDT,CTKUSDT
07:41.1,REALIZED_PNL,-1.20388077,USDT,CTKUSDT
07:41.1,COMMISSION,-0.056192,USDT,CTKUSDT
07:41.1,COMMISSION,-0.02634,USDT,CTKUSDT
07:41.1,COMMISSION,-0.048312,USDT,CTKUSDT
07:41.1,REALIZED_PNL,-2.03646795,USDT,CTKUSDT
07:41.1,REALIZED_PNL,-4.34446497,USDT,CTKUSDT
07:41.1,COMMISSION,-0.0158112,USDT,CTKUSDT
07:43.9,COMMISSION,-0.110628,USDT,CTKUSDT
07:43.9,REALIZED_PNL,-8.55316542,USDT,CTKUSDT
07:46.8,COMMISSION,-0.33203519,USDT,CTKUSDT
07:46.8,REALIZED_PNL,-25.28149627,USDT,CTKUSDT
08:31.9,TRANSFER,-88.02371269,USDT,
15:34.2,TRANSFER,943.6262914,USDT,
17:09.1,COMMISSION,-0.99555696,USDT,BTCUSDT
21:56.2,COMMISSION,-0.3645048,USDT,BTCUSDT
41:46.7,COMMISSION,-0.48974911,USDT,BTCUSDT
00:01.6,FUNDING_FEE,0.45551464,USDT,BTCUSDT
47:12.5,COMMISSION,-1.860016,USDT,BTCUSDT
47:12.5,REALIZED_PNL,-25.51282,USDT,BTCUSDT
50:01.9,TRANSFER,-914.8591592,USDT,
29:34.8,TRANSFER,914.9534728,USDT,
30:39.5,COMMISSION,-0.5642748,USDT,BTCUSDT
31:51.0,COMMISSION,-1.29682629,USDT,BTCUSDT
31:51.0,COMMISSION,-0.01879458,USDT,BTCUSDT
00:00.9,FUNDING_FEE,0.47171939,USDT,BTCUSDT
30:04.4,REALIZED_PNL,-58.1608,USDT,BTCUSDT
30:04.4,COMMISSION,-1.90316,USDT,BTCUSDT
53:44.8,COMMISSION,-0.38634792,USDT,BTCUSDT
28:09.5,COMMISSION,-0.38725664,USDT,BTCUSDT
28:09.5,REALIZED_PNL,-2.2718,USDT,BTCUSDT
11:15.5,TRANSFER,-850.435932,USDT,
36:49.6,TRANSFER,850.435932,USDT,
37:05.2,TRANSFER,0.00341493,BNB,
13:58.3,TRANSFER,-200,USDT,
19:55.8,COMMISSION,-0.00043794,BNB,CTKUSDT
22:26.8,REALIZED_PNL,-1.751,USDT,CTKUSDT
22:26.8,REALIZED_PNL,-2.652,USDT,CTKUSDT
22:26.8,COMMISSION,-0.00017358,BNB,CTKUSDT
22:26.8,COMMISSION,-0.00026289,BNB,CTKUSDT
01:09.3,COMMISSION,-0.00003022,BNB,CTKUSDT
01:09.3,COMMISSION,-0.00106678,BNB,CTKUSDT
47:01.1,COMMISSION,-0.0000212,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00017495,BNB,CTKUSDT
47:01.1,COMMISSION,-0.0000053,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00004418,BNB,CTKUSDT
47:01.1,COMMISSION,-0.0000265,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00006185,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00003711,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00003004,BNB,CTKUSDT
47:01.1,COMMISSION,-0.00002297,BNB,CTKUSDT
47:01.1,COMMISSION,-0.0000265,BNB,CTKUSDT
